📺历年春晚,#genre#
春晚2004,https://txmov2.a.kwimgs.com/bs3/video-hls/5223894184413450769_hlshd15.m3u8 
春晚2005,https:///txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8
春晚2006,https://txmov2.a.kwimgs.com/bs3/video-hls/5194339310474320155_hlshd15.m3u8
春晚2007,https://txmov2.a.kwimgs.com/bs3/video-hls/5194902262344826321_hlshd15.m3u8
春晚2008,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8
春晚2009,https://txmov2.a.kwimgs.com/bs3/video-hls/5214042558858339330_hlshd15.m3u8
春晚2010,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664862006975841_hlshd15.m3u8
春晚2011,https://txmov2.a.kwimgs.com/bs3/video-hls/5243597434070590481_hlshd15.m3u8
春晚2012,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hlshd15.m3u8
春晚2013,https://txmov2.a.kwimgs.com/bs3/video-hls/5241627109089548390_hlshd15.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8 
春晚2015,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8
春晚2016,https:///txmov2.a.kwimgs.com/bs3/video-hls/5238530884094441260_hlshd15.m3u8
春晚2017,https://txmov2.a.kwimgs.com/bs3/video-hls/5191524564569524830_hlshd15.m3u8
春晚2018,https://txmov2.a.kwimgs.com/bs3/video-hls/5212635188105848764_hlshd15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5239093835831655107_hlshd15.m3u8
春晚2020,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
春晚2021,https://txmov2.a.kwimgs.com/bs3/video-hls/5255700831151909807_hlshd15.m3u8
春晚2022,https://txmov2.a.kwimgs.com/bs3/video-hls/5224457109297710655_hlshd15.m3u8
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
网络春晚2023,https://txmov2.a.kwimgs.com/upic/2023/01/21/13/BMjAyMzAxMjExMzI0MjBfNzM5MzQzNzIyXzk0MTYwMDI4MzA4XzBfMw==_b_Ba3c2232fab2a28d92afcac6062ee1dce.mp4
央视春晚小品2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5224738614374516835_hlsb.m3u8
2023中广春晚,https://hot.qqaku.com/20230121/JgWBWCQH/index.m3u8
2023辽宁春晚,https://new.qqaku.com/20230121/ufzvEWW9/index.m3u8
2023湖南春晚,https://vip.lz-cdn12.com/20230119/4240_d6bc195f/2000k/hls/mixed.m3u8
2023江苏春晚,https://hot.qqaku.com/20230122/AJ96PwWk/index.m3u8
2023北京春晚,https://hot.qqaku.com/20230122/92Naroiy/index.m3u8
2023东方春晚,https://baidu.sd-play.com/20230123/OWURFIkz/index.m3u8
春晚1983,https://vd2.bdstatic.com/mda-nmgf0aiczefpbjyv/360p/h264/1671273368681637465/mda-nmgf0aiczefpbjyv.mp4	
春晚1984,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4	
春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4	
春晚1989,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4	
春晚2020,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4	
春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
🌏央视卫视,#genre#
CCTV1,rtsp://115.153.233.154/PLTV/88888888/224/3221225699/iptv8040.smil
CCTV2,rtsp://115.153.233.154/PLTV/88888888/224/3221226825/59814584.smil
CCTV3,rtsp://115.153.233.154/PLTV/88888888/224/3221226930/65406412.smil
CCTV4,rtsp://115.153.233.154/PLTV/88888888/224/3221226838/59814684.smil
CCTV6,rtsp://115.153.233.154/PLTV/88888888/224/3221226909/65396493.smil
CCTV7,rtsp://115.153.233.154/PLTV/88888888/224/3221226827/59814693.smil
CCTV8,rtsp://115.153.233.154/PLTV/88888888/224/3221226911/65406606.smil
CCTV9,rtsp://115.153.233.154/PLTV/88888888/224/3221226840/59814699.smil
CCTV10,rtsp://115.153.233.154/PLTV/88888888/224/3221226630/51813372.smil
CCTV11,rtsp://115.153.233.154/PLTV/88888888/224/3221226986/85722616.smil
CCTV12,rtsp://115.153.233.154/PLTV/88888888/224/3221226829/59814709.smil
CCTV13,rtsp://115.153.233.154/PLTV/88888888/224/3221227037/87447722.smil
CCTV15,rtsp://115.153.233.154/PLTV/88888888/224/3221226988/85722541.smil
CCTV17,rtsp://115.153.233.154/PLTV/88888888/224/3221226846/61397282.smil
CCTV1,rtsp://115.153.212.72/PLTV/88888888/224/3221225699/iptv8040.smil
CCTV2,rtsp://115.153.212.72/PLTV/88888888/224/3221226825/59814584.smil
CCTV3,rtsp://115.153.212.72/PLTV/88888888/224/3221226841/63329606.smil
CCTV4,rtsp://115.153.212.72/PLTV/88888888/224/3221226838/59814684.smil
CCTV6,rtsp://115.153.212.72/PLTV/88888888/224/3221226843/63329570.smil
CCTV7,rtsp://115.153.212.72/PLTV/88888888/224/3221226827/59814693.smil
CCTV8,rtsp://115.153.212.72/PLTV/88888888/224/3221226854/63329578.smil
CCTV9,rtsp://115.153.212.72/PLTV/88888888/224/3221226840/59814699.smil
CCTV10,rtsp://115.153.212.72/PLTV/88888888/224/3221226630/51813372.smil
CCTV11,rtsp://115.153.212.72/PLTV/88888888/224/3221226986/85722616.smil
CCTV12,rtsp://115.153.212.72/PLTV/88888888/224/3221226829/59814709.smil
CCTV13,rtsp://115.153.212.72/PLTV/88888888/224/3221227037/87447722.smil
CCTV15,rtsp://115.153.212.72/PLTV/88888888/224/3221226988/85722541.smil
CCTV17,rtsp://115.153.212.72/PLTV/88888888/224/3221226846/61397282.smil
CCTV1,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225726/1/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/1/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/1/index.m3u8?fmt=ts2hls
CCTV4,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225779/1/index.m3u8?fmt=ts2hls
CCTV6,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226250/1/index.m3u8?fmt=ts2hls
CCTV7,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225745/1/index.m3u8?fmt=ts2hls
CCTV8,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226244/1/index.m3u8?fmt=ts2hls
CCTV9,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226031/1/index.m3u8?fmt=ts2hls
CCTV10,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225685/1/index.m3u8?fmt=ts2hls
CCTV11,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225746/1/index.m3u8?fmt=ts2hls
CCTV12,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225747/1/index.m3u8?fmt=ts2hls
CCTV13,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225748/1/index.m3u8?fmt=ts2hls
CCTV15,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225749/1/index.m3u8?fmt=ts2hls
CCTV17,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226027/1/index.m3u8?fmt=ts2hls
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV1,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
CCTV3,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV6,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV9,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV1,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226737/1.m3u8
CCTV2,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226739/1.m3u8?
CCTV3,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226720/1.m3u8
CCTV4,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226725/1.m3u8
CCTV6,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226699/1.m3u8
CCTV7,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226721/1.m3u8
CCTV8,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226715/1.m3u8
CCTV9,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226651/1.m3u8
CCTV10,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226708/1.m3u8
CCTV11,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226714/1.m3u8?
CCTV12,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226723/1.m3u8?
CCTV13,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226717/1.m3u8
CCTV17,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226660/1.m3u8?
CCTV1,http://113.117.74.28:8081/hls/138/index.m3u8
CCTV2,http://113.117.74.28:8081/hls/2/index.m3u8
CCTV3,http://113.117.74.28:8081/hls/3/index.m3u8
CCTV4,http://113.117.74.28:8081/hls/4/index.m3u8
CCTV6,http://113.117.74.28:8081/hls/6/index.m3u8
CCTV7,http://113.117.74.28:8081/hls/7/index.m3u8
CCTV8,http://113.117.74.28:8081/hls/8/index.m3u8
CCTV9,http://113.117.74.28:8081/hls/9/index.m3u8
CCTV10,http://113.117.74.28:8081/hls/10/index.m3u8
CCTV11,http://113.117.74.28:8081/hls/11/index.m3u8
CCTV12,http://113.117.74.28:8081/hls/12/index.m3u8
CCTV13,http://113.117.74.28:8081/hls/13/index.m3u8
CCTV15,http://113.117.74.28:8081/hls/15/index.m3u8
CCTV17,http://113.117.74.28:8081/hls/17/index.m3u8
CCTV1,http://59.173.243.210:9901/tsfile/live/0001_1.m3u8
CCTV2,http://59.173.243.210:9901/tsfile/live/0002_1.m3u8
CCTV3,http://59.173.243.210:9901/tsfile/live/0003_1.m3u8
CCTV4,http://59.173.243.210:9901/tsfile/live/1004_1.m3u8
CCTV6,http://59.173.243.210:9901/tsfile/live/1006_1.m3u8
CCTV7,http://59.173.243.210:9901/tsfile/live/1007_1.m3u8
CCTV8,http://59.173.243.210:9901/tsfile/live/1008_1.m3u8
CCTV9,http://59.173.243.210:9901/tsfile/live/1009_1.m3u8
CCTV10,http://59.173.243.210:9901/tsfile/live/1010_1.m3u8
CCTV11,http://59.173.243.210:9901/tsfile/live/1011_1.m3u8
CCTV12,http://59.173.243.210:9901/tsfile/live/0012_1.m3u8
CCTV13,http://59.173.243.210:9901/tsfile/live/1013_1.m3u8
CCTV15,http://59.173.243.210:9901/tsfile/live/1015_1.m3u8
CCTV17,http://59.173.243.210:9901/tsfile/live/1016_1.m3u8
CCTV1,http://222.175.159.226:808/hls/20231/index.m3u8
CCTV2,http://222.175.159.226:808/hls/20232/index.m3u8
CCTV3,http://222.175.159.226:808/hls/20233/index.m3u8
CCTV4,http://222.175.159.226:808/hls/20234/index.m3u8
CCTV6,http://222.175.159.226:808/hls/20237/index.m3u8
CCTV7,http://222.175.159.226:808/hls/20238/index.m3u8
CCTV8,http://222.175.159.226:808/hls/20239/index.m3u8
CCTV9,http://222.175.159.226:808/hls/202310/index.m3u8
CCTV11,http://222.175.159.226:808/hls/202312/index.m3u8
CCTV12,http://222.175.159.226:808/hls/202313/index.m3u8
CCTV13,http://222.175.159.226:808/hls/202314/index.m3u8
CCTV15,http://222.175.159.226:808/hls/202316/index.m3u8
CCTV17,http://222.175.159.226:808/hls/202318/index.m3u8
CCTV1,http://175.13.226.6:8888/udp/239.76.253.151:9000
CCTV2,http://175.13.226.6:8888/udp/239.76.253.152:9000
CCTV3,http://175.13.226.6:8888/udp/239.76.253.153:9000
CCTV4,http://175.13.226.6:8888/udp/239.76.253.154:9000
CCTV6,http://175.13.226.6:8888/udp/239.76.253.156:9000
CCTV7,http://175.13.226.6:8888/udp/239.76.253.157:9000
CCTV8,http://175.13.226.6:8888/udp/239.76.253.158:9000
CCTV9,http://175.13.226.6:8888/udp/239.76.253.159:9000
CCTV10,http://175.13.226.6:8888/udp/239.76.246.160:1234
CCTV11,http://175.13.226.6:8888/udp/239.76.252.251:9000
CCTV12,http://175.13.226.6:8888/udp/239.76.253.162:9000
CCTV13,http://175.13.226.6:8888/udp/239.76.253.93:9000
CCTV14,http://175.13.226.6:8888/udp/239.76.253.164:9000
CCTV15,http://175.13.226.6:8888/udp/239.76.252.252:9000
CCTV17,http://175.13.226.6:8888/udp/239.76.252.238:9000
CCTV1,http://nsszds.f3322.net:8081/hls/138/index.m3u8
CCTV2,http://nsszds.f3322.net:8081/hls/2/index.m3u8
CCTV3,http://nsszds.f3322.net:8081/hls/3/index.m3u8
CCTV4,http://nsszds.f3322.net:8081/hls/4/index.m3u8
CCTV6,http://nsszds.f3322.net:8081/hls/6/index.m3u8
CCTV7,http://nsszds.f3322.net:8081/hls/7/index.m3u8
CCTV8,http://nsszds.f3322.net:8081/hls/8/index.m3u8
CCTV9,http://nsszds.f3322.net:8081/hls/9/index.m3u8
CCTV10,http://nsszds.f3322.net:8081/hls/10/index.m3u8
CCTV11,http://nsszds.f3322.net:8081/hls/11/index.m3u8
CCTV12,http://nsszds.f3322.net:8081/hls/12/index.m3u8
CCTV13,http://nsszds.f3322.net:8081/hls/13/index.m3u8
CCTV15,http://nsszds.f3322.net:8081/hls/15/index.m3u8
CCTV17,http://nsszds.f3322.net:8081/hls/17/index.m3u8
CCTV1,http://live.cooltv.top/tv/aishang.php?id=cctv1hd
CCTV2,http://live.cooltv.top/tv/aishang.php?id=cctv2hd
CCTV3,http://live.cooltv.top/tv/aishang.php?id=cctv3hd
CCTV4,http://live.cooltv.top/tv/aishang.php?id=cctv4hd
CCTV6,http://live.cooltv.top/tv/aishang.php?id=cctv6hd
CCTV7,http://live.cooltv.top/tv/aishang.php?id=cctv7hd
CCTV8,http://live.cooltv.top/tv/aishang.php?id=cctv8hd
CCTV9,http://live.cooltv.top/tv/aishang.php?id=cctv9hd
CCTV10,http://live.cooltv.top/tv/aishang.php?id=cctv10hd
CCTV11,http://live.cooltv.top/tv/aishang.php?id=cctv11hd
CCTV12,http://live.cooltv.top/tv/aishang.php?id=cctv12hd
CCTV13,http://live.cooltv.top/tv/aishang.php?id=cctv13hd
CCTV15,http://live.cooltv.top/tv/aishang.php?id=cctv15hd
CCTV17,http://live.cooltv.top/tv/aishang.php?id=cctv17hd
CCTV1,http://cyz32.livehbindex.hbcatv.cn/live/50000020935c4d59965a1cbf159c9be9.m3u8?bitrate=2300&pt=5
CCTV2,http://cyz32.livehbindex.hbcatv.cn/live/50000020d7ae404dbd55b5d0ba6fe735.m3u8?bitrate=2300&pt=5
CCTV3,http://cyz32.livehbindex.hbcatv.cn/live/50000020425540c3b4e7c41ca3eabb76.m3u8?bitrate=2300&pt=5
CCTV4,http://cyz32.livehbindex.hbcatv.cn/live/5b0dff5235e94ba8bff8731427145289.m3u8?bitrate=2300&pt=5
CCTV6,http://cyz32.livehbindex.hbcatv.cn/live/50000020da6d4c40a2ca3b1bdc786016.m3u8?bitrate=2300&pt=5
CCTV7,http://cyz32.livehbindex.hbcatv.cn/live/500000204daa45af99b5800a528fac21.m3u8?bitrate=2300&pt=5
CCTV8,http://cyz32.livehbindex.hbcatv.cn/live/500000202d8c4f56ba03e623caa09f1b.m3u8?bitrate=2300&pt=5
CCTV9,http://cyz32.livehbindex.hbcatv.cn/live/50000020edf54f6c92778d0ccdfcca30.m3u8?bitrate=2300&pt=5
CCTV10,http://cyz32.livehbindex.hbcatv.cn/live/a66832f3323643189c3a0e91f9fad3e3.m3u8?bitrate=2300&pt=5
CCTV11,http://cyz32.livehbindex.hbcatv.cn/live/5000002086444f0886ad7032ad8f756b.m3u8?bitrate=2300&pt=5
CCTV12,http://cyz32.livehbindex.hbcatv.cn/live/fbe7688bc539461da71ff649e4ba1d75.m3u8?bitrate=2300&pt=5
CCTV13,http://cyz32.livehbindex.hbcatv.cn/live/5000002081f5478882f00a0f9be4b01f.m3u8?bitrate=2300&pt=5
CCTV15,http://cyz32.livehbindex.hbcatv.cn/live/50000020f44f4f4b8aa33925dba216df.m3u8?bitrate=2300&pt=5
CCTV17,http://cyz32.livehbindex.hbcatv.cn/live/500000208b8d41c4b436ef32428c229d.m3u8?bitrate=2300&pt=5
📺卫视频道,#genre#
凤凰资讯,http://nsszds.f3322.net:8081/hls/36/index.m3u8
凤凰中文,http://nsszds.f3322.net:8081/hls/37/index.m3u8
凤凰香港,http://nsszds.f3322.net:8081/hls/38/index.m3u8
翡翠台,http://nsszds.f3322.net:8081/hls/67/index.m3u8
凤凰资讯,http://113.117.74.28:8081/hls/36/index.m3u8
凤凰中文,http://113.117.74.28:8081/hls/37/index.m3u8
凤凰香港,http://113.117.74.28:8081/hls/38/index.m3u8
翡翠台,http://113.117.74.28:8081/hls/67/index.m3u8
凤凰资讯,http://175.13.226.6:8888/udp/239.76.246.8:1234
凤凰资讯,http://175.13.226.6:8888/udp/239.76.246.7:1234
凤凰中文,http://175.13.226.6:8888/udp/239.76.253.135:9000
凤凰香港,http://lcx-olt.8866.org:8181/tsfile/live/1071_1.m3u8
凤凰中文,http://162.19.247.76:22222/live/fenghuangweishi/index.m3u8
凤凰资讯,http://162.19.247.76:22222/live/fenghuangzhixun/index.m3u8
无线新闻,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:BF:D2:44&extension=ts&stream=153399
无线新闻,http://line.gofast-tv.me:80/play/live.php?mac=00:1A:79:6F:5A:5D&stream=153399&extension=ts&play_token=mad8wXPonE
翡翠台,http://nsszds.f3322.net:8081/hls/67/index.m3u8
翡翠台,http://r.jdshipin.com/qClQf
江西卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226656/46275837.smil
江苏卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221225766/10000100000000060000000000913517_0.smil
北京卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221225546/iptv51912.smil
东方卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221225770/10000100000000060000000000913526_0.smil
浙江卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221225768/10000100000000060000000000913518_0.smil
广东卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221225957/10000100000000060000000000913519_0.smil
深圳卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221225764/10000100000000060000000000913503_0.smil
湖南卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221225697/iptv8039.smil
湖北卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221225827/10000100000000060000000000470332_2.smil
安徽卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226622/51176344.smil
山东卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221225919/10000100000000060000000000811554_0.smil
天津卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226652/46098366.smil
辽宁卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226649/46098370.smil
黑龙江卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221225584/10000100000000060000000000031778_0.smil
四川卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226693/51813384.smil
重庆卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226638/51813388.smil
河北卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226821/59781859.smil
河南卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226842/59814787.smil
贵州卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226833/59814738.smil
云南卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226937/72640386.smil
吉林卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226831/59814731.smil
东南卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226677/51176347.smil
广西卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226954/71778425.smil
甘肃卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221227039/87447727.smil
海南卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226933/70442779.smil
江西卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226656/46275837.smil
江苏卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221225766/10000100000000060000000000913517_0.smil
北京卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221225546/iptv51912.smil
东方卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221225770/10000100000000060000000000913526_0.smil
浙江卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221225768/10000100000000060000000000913518_0.smil
广东卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221225957/10000100000000060000000000913519_0.smil
深圳卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221225764/10000100000000060000000000913503_0.smil
湖南卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221225697/iptv8039.smil
湖北卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221225827/10000100000000060000000000470332_2.smil
安徽卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226622/51176344.smil
山东卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221225919/10000100000000060000000000811554_0.smil
天津卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226652/46098366.smil
辽宁卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226649/46098370.smil
黑龙江卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221225584/10000100000000060000000000031778_0.smil
四川卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226693/51813384.smil
重庆卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226638/51813388.smil
河北卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226821/59781859.smil
河南卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226842/59814787.smil
贵州卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226833/59814738.smil
云南卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226937/72640386.smil
吉林卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226831/59814731.smil
东南卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226677/51176347.smil
广西卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226954/71778425.smil
甘肃卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221227039/87447727.smil
海南卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226933/70442779.smil
